id,prediction
575,5124284.726519847
576,7348327.424893056
577,3323158.3583592023
578,5579277.358261844
579,5871596.606710771
580,7358235.09678356
581,3542059.2460475327
582,14342433.823352758
583,4779505.86696015
584,7599362.293795536
585,5423312.247466392
586,3998981.069841595
587,5378728.036874625
588,7139322.662274229
589,7125389.011500123
590,7105220.587687717
591,13425627.328889985
592,3786879.896904525
593,11300832.786441857
594,4731449.731127981
595,8164233.335691692
596,6005636.504738188
597,7613479.53851867
598,6414514.811519955
599,3768064.5804077033
600,5545806.718760364
601,4912810.548732374
602,13502294.70588717
603,9553587.316091437
604,6154248.0694606835
605,9159943.019285545
606,6151730.095319601
607,4983803.4245197885
608,15956773.693675326
609,11046105.169541178
610,6183140.910350544
611,4125948.05406087
612,4189639.69915487
613,4230930.167376091
614,6901618.110029131
615,4546219.162828184
616,8580018.396828195
617,5359903.2590129515
618,4579150.828955029
619,7814625.32964696
620,9444545.079582445
621,6306577.870060915
622,6120725.285004264
623,8373676.703699919
624,5192239.73448714
625,6172670.645862581
626,6024282.388164999
627,8210026.2167903595
628,5427325.003158649
629,5729838.137320599
630,6053082.73404215
631,9953827.342125593
632,15948323.69281453
633,5749156.05069081
634,4756579.814587203
635,5667361.464678317
636,8635135.516273253
637,7920375.697066091
638,7531311.448455639
639,9173491.307316503
640,4486970.136144713
641,4277327.087888718
642,5564109.963174004
643,5242892.126906658
644,5969876.036846505
645,10057193.61350677
646,13696673.005977437
647,3570879.036880986
648,5098715.562565669
649,4269351.720155604
650,4819310.473603511
651,7842586.181218241
652,5380884.526725118
653,5086577.943669012
654,4397517.420638449
655,5534894.80988607
656,5911204.739503365
657,10367222.404747248
658,5074173.14524082
659,5693562.774240899
660,6251232.663959754
661,16625708.420674711
662,8245920.605031339
663,6359353.145688032
664,5341134.522261196
665,5670223.296278627
666,5054977.518351849
667,11025494.389670877
668,6556199.56870782
669,9765140.472934464
670,4534650.501964456
671,9630789.58223425
672,10189198.607642496
673,15379595.35806449
674,4815054.857349607
675,19873256.156465206
676,7104094.086957682
677,5302782.71003461
678,7530001.644037227
679,9509778.7217393
680,5760259.025610717
681,2897303.6954812896
682,8164978.7572076395
683,4877417.484233379
684,11827809.776997464
685,5331210.864825059
686,7202060.050621246
687,4008053.1314605293
688,5562541.675787921
689,5492019.052261765
690,4781970.144459844
691,8072228.53142036
692,5820808.770705244
693,8624943.5577784
694,3915153.1720036543
695,7147860.427213797
696,5365363.331145768
697,6223529.064794628
698,7387063.698664447
699,5370397.110512507
700,11036168.9877757
701,5162287.335674601
702,6159522.431187356
703,6559972.832397051
704,6462735.943608629
705,3812465.3921496547
706,3962023.872511107
707,6904298.045074864
708,3992433.9643000304
709,3434507.7590338658
710,6680859.026077005
711,5395056.643256542
712,3530762.066283505
713,12126999.622548008
714,4995204.686878219
715,5578583.10921412
716,6584591.406875806
717,6684154.70963634
718,2578137.989412219
719,12798490.30452027
720,6514162.489505713
721,4036635.1573863835
722,4183354.7802730496
723,4411617.249832358
724,4591662.302656984
725,10980484.00791277
726,3747984.802569487
727,6023592.144911026
728,4669596.01254984
729,3215767.9620515234
730,5177095.4129671445
731,4811154.5909023555
732,5019159.6145367175
733,6060023.282415156
734,5081359.023430724
735,4162409.5072410954
736,7585278.27187212
737,21050390.056767955
738,5084243.684067378
739,8578778.169889132
740,6545867.0633832
741,5728639.660666458
742,5316983.23786479
743,6957828.589526936
744,5739848.307953491
745,5015772.0566576375
746,3956727.454982051
747,8424741.753668627
748,11173153.104089146
749,6099255.254077601
750,7134610.639327058
751,11242047.414126907
752,4830085.459433739
753,5322417.7427089885
754,4171047.371890241
755,5182924.599223226
756,4532666.684605426
757,5793956.872886622
758,8504290.88635296
759,5089399.524133844
760,6621273.697394624
761,8582580.781648159
762,6854314.493574643
763,8100197.2369274115
764,4899373.951236937
765,11025614.626660254
766,5994322.750500515
767,8525662.5818178
768,14587937.026679002
769,6853630.203134579
770,6455520.824312363
771,5364129.701050021
772,9312073.467426684
773,10402798.394071802
774,5773654.083754828
775,5263300.456170642
776,10808125.879338857
777,4395773.661335431
778,3920671.18943165
779,3295222.3340791618
780,23751009.11480285
781,6046658.829584602
782,7971080.822260446
783,7306793.559280607
784,8410738.445218598
785,6151624.830644339
786,5268896.790775097
787,4676610.191007403
788,9425537.309393423
789,6800765.209420242
790,5024144.38734673
791,5855130.632975764
792,7500155.970879608
793,7446363.357457855
794,6530109.517397428
795,8425970.64486162
796,15600429.809269609
797,6317060.827896937
798,5162113.419402619
799,6231597.825395265
800,10404102.176592182
801,5495029.927528034
802,5449648.547435025
803,5258011.079853321
804,7277520.555535347
805,5645618.035352767
806,6648688.809503345
807,4861128.8091642065
808,5649299.684939392
809,5830564.848319432
810,8440680.13438092
811,5444990.323076531
812,5566912.384728184
813,9713112.801288089
814,11924376.363931239
815,6471744.800992797
816,5913243.924900747
817,10557916.39906057
818,5662237.869374327
819,4068873.5256907954
820,5723360.341599376
821,6759370.707839767
822,6903943.138484276
823,5946245.712011479
824,7953030.050543007
825,4805322.808371183
826,4214833.965342052
827,9932449.738134526
828,7942064.093890549
829,6263590.129800922
830,5060183.973374063
831,9763771.453736667
832,6405339.886561701
833,11428156.707301082
834,5179731.793838086
835,8603251.929886265
836,8159396.887419809
837,9912623.630856557
838,9907264.516340632
839,6249232.029351958
840,6378172.867289713
841,9609282.426784635
842,5050986.413398059
843,8365758.176906479
844,5760604.761212273
845,7433190.013444649
846,3685372.985882458
847,5969516.053567185
848,7741621.492194334
849,9671740.297077121
850,6359039.919097053
851,7706230.059445525
852,4819582.411548198
853,8891824.30566206
854,11465143.856751304
855,3896546.428569113
856,9897786.43660219
857,6927560.093809014
858,8277253.818431398
859,5785485.265792759
860,4833656.389102847
861,7536992.029512569
862,11972570.1921977
863,4696060.9730218155
864,4655616.815733698
865,8258552.42358014
866,9143968.16907288
867,6709554.730162033
868,6983692.777000326
869,15977363.186397728
870,5394788.060732109
871,4919327.721345424
872,5603383.563449172
873,9330501.562047727
874,8612835.537099423
875,4825813.4903836055
876,4358661.4361882955
877,5077138.196783789
878,4615135.402750883
879,4025920.615382862
880,6693743.66066249
881,6903427.223914358
882,5103185.506159503
883,4638264.787029284
884,2626498.8372871983
885,5282843.301304746
886,4651677.663043155
887,4179474.08696874
888,7791798.323750911
889,21677791.918590914
890,11548966.368727958
891,5204834.927797271
892,7658670.392785222
893,9041214.968320357
894,5661753.751025383
895,5217574.656732296
896,16830307.84885174
897,6745528.783506594
898,5433327.386147971
899,7392671.524909012
900,3669617.955819068
901,8424914.931040173
902,15937404.591298431
903,6456832.952970301
904,6109562.606176432
905,5444075.002388237
906,6827901.656170256
907,5796719.038884975
908,9949910.33372193
909,7147275.631562534
910,3940129.8277724735
911,3237156.6996034035
912,3200031.1761121056
913,11560530.972628
914,4764266.996327857
915,5210926.985265108
916,8933529.751765558
917,4056566.841773391
918,7073785.913146143
919,3637559.53896491
920,4585373.13670754
921,6291357.64929795
922,6265153.562053702
923,6971612.501050254
924,9425028.701060478
925,4864627.788086155
926,6976859.163208875
927,9046260.220020656
928,3692429.367414028
929,5937718.377502885
930,6549183.720888785
931,3126393.6991486396
932,6006445.422318773
933,8275660.118031465
934,10941603.321288716
935,6391555.323487088
936,10072071.065626865
937,5838757.2385123065
938,7210991.930241956
939,7187238.096987541
940,8158506.24273725
941,7257517.830427564
942,7691548.359922866
943,6996458.552840432
944,5886265.191267076
945,9855781.88223473
946,4446556.042066214
947,5572512.682659903
948,3804438.7493323013
949,5014922.676643457
950,14763659.439523285
951,7286993.015989107
952,4352641.720262171
953,8957240.79970988
954,8350071.557180127
955,13272417.369094644
956,5473496.329794422
957,6597505.594666127
958,10411822.782854332
959,6203030.485078283
960,11206275.892114943
961,7516132.335977922
962,6180906.391342105
963,4734910.576254469
964,4300043.92056368
965,3999107.282780973
966,14117352.120083205
967,6706843.337719703
968,4000024.154820099
969,6707523.939926934
970,11350239.379040668
971,11713975.302813282
972,5494243.172874221
973,6546058.424938143
974,4065202.272554178
975,8291392.292158268
976,6551374.950553236
977,4919932.486187833
978,6125911.171141948
979,7356490.894606996
980,7662329.768048277
981,6279081.233174562
982,4774578.456573697
983,8840887.854588814
984,5378456.467512418
985,5268136.2272796165
986,5539741.463795628
987,3301158.264240775
988,6190446.692188563
989,4863705.834876854
990,4914623.153812819
991,5429875.332147116
992,10326866.17906296
993,6192801.218947849
994,6072200.130833264
995,5679765.219235665
996,7017751.179587358
997,10150369.359492071
998,5369945.440695006
999,9100008.945296522
1000,4815610.708870871
1001,5915295.604257059
1002,11318973.850230409
1003,13768781.945499495
1004,6979603.029548483
1005,5805064.1639799755
1006,4439674.106613639
1007,7768727.823447326
1008,11560271.35346113
1009,6486310.3207057165
1010,7863824.810600705
1011,6626967.419317849
1012,9269341.789062215
1013,7765385.072336489
1014,9943299.640593888
1015,12276870.183937022
1016,8346239.119012461
1017,5167382.556852594
1018,3727336.571142131
1019,5915466.494829101
1020,9124875.227456436
1021,9227119.78114701
1022,6819565.1776704835
1023,11973832.45059997
1024,5694366.778530477
1025,4980497.392106805
1026,14570532.839260096
1027,4433660.459392959
1028,4800070.072294447
1029,8163251.973180383
1030,9103762.496694032
1031,5196645.147803019
1032,13044094.153388891
1033,14764476.809556678
1034,10180048.436219646
1035,4412210.713521255
1036,4913480.6134897135
1037,12622862.080103636
1038,8238631.986110963
1039,3333510.290025014
1040,8977271.019226959
1041,8191312.234208012
1042,7734883.700407697
1043,4739341.283492346
1044,4336978.305235112
1045,11355156.63139852
1046,10013700.372415572
1047,5452671.751491162
1048,3838975.1807618598
1049,6150420.000942315
1050,7811865.02787933
1051,6450891.6317171445
1052,3554048.460678881
1053,38254655.67407814
1054,3997328.0763212233
1055,6839661.652907975
1056,3505500.603518897
1057,6390895.2264563935
1058,6405747.611123949
1059,5836237.931579063
1060,4214679.348964797
1061,5745220.866909609
1062,5439006.253167363
1063,4351710.26722521
1064,5243113.303680128
1065,7893303.93298914
1066,2243033.5153099196
1067,5257359.532606678
1068,10862699.796796914
1069,4407820.340406263
1070,5009838.341958699
1071,7220189.523490633
1072,7380431.785293445
1073,6016736.750940265
1074,4406133.360070244
1075,4455184.092129023
1076,7754594.173057959
1077,6187003.548660065
1078,4573600.6066719815
1079,5485526.646885985
1080,8508373.437151449
1081,5716700.545286013
1082,6027361.658236655
1083,10102754.688073397
1084,19440450.020108365
1085,5563216.001662647
1086,3978326.832367159
1087,4248579.842978331
1088,24224781.92276275
1089,17831008.373237442
1090,11305551.364317082
1091,5105679.198411555
1092,6026742.486751974
1093,4761135.045999167
1094,7151581.240666239
1095,3757402.411326397
1096,5982870.588772713
1097,7201417.01406845
1098,8847509.445033148
1099,3028956.2113846964
1100,8447992.300678127
1101,6560419.2469580015
1102,7763948.575042639
1103,6574851.003511787
1104,12954353.993381193
1105,6346075.260667949
1106,2199893.6892149444
1107,8944719.084228018
1108,5273981.193137213
1109,5624125.294139462
1110,5030638.593195217
1111,6321600.907833586
1112,6365607.821888715
1113,6560564.637324394
1114,5246758.292106941
1115,7291305.305253245
1116,12861006.446425054
1117,6062966.576866248
1118,6223164.496290486
1119,7657641.816989148
1120,6472610.655535246
1121,11563680.73925765
1122,6309868.521566672
1123,8345758.061552331
1124,6219669.844905783
1125,5426416.428180134
1126,6423508.524099919
1127,8126552.570920681
1128,7543122.561275313
1129,6645919.372313801
1130,8761659.674614225
1131,2045618.5418825478
1132,29173349.371791705
1133,23382689.68190093
1134,13493032.887757417
1135,4330619.681838475
1136,2494878.436437711
1137,6614662.457516603
1138,9152373.66627102
1139,7508983.046500168
1140,7143309.732780906
1141,5831781.9313283805
1142,9052476.90415522
1143,6708943.017164238
1144,4674949.730148439
1145,4161530.4710560353
1146,6812088.5359754665
1147,4462805.881006398
1148,7352112.521019786
1149,10414104.887885725
1150,5614082.9490912985
1151,4077481.310553187
1152,6532426.7323595
1153,6886176.758001101
1154,3575006.436867831
1155,10454628.269854072
1156,5618658.992193339
1157,7146158.6105620675
1158,4198848.480942504
1159,5564001.434732556
1160,14287805.735712195
1161,12390137.331811545
1162,4393252.096745257
1163,5889754.559305958
1164,6437504.599453612
1165,7560389.925340613
1166,6302772.239716813
1167,3550319.970305428
1168,4555319.39864293
1169,6636702.482946132
1170,28853702.887514733
1171,11103794.803566674
1172,9191689.803938398
1173,8093776.786993606
1174,6492877.770165281
1175,6077232.9508578265
1176,4370867.323988363
1177,12537996.823055435
1178,8088504.772382651
1179,7169323.037165875
1180,5721694.055209214
1181,5622853.551466861
1182,10708440.578488842
1183,7855938.084834247
1184,3292502.4191956148
1185,5525357.615563063
1186,17525725.42698197
1187,4648115.168638453
1188,4896380.246777061
1189,6250797.879286221
1190,6404188.641568581
1191,3404803.0056167166
1192,12587237.29400176
1193,8184525.302787835
1194,7084576.201843546
1195,4269065.527871169
1196,6356588.903657454
1197,4849852.0733325435
1198,4110321.6329185306
1199,5527179.773482186
1200,4759555.491435503
1201,6533084.311919132
1202,9575594.858374937
1203,4784534.963941985
1204,7847845.213141933
1205,5198677.594238902
1206,8026059.558449617
1207,6324166.687109239
1208,15720779.49498692
1209,6205069.991907257
1210,10632724.372033022
1211,8579353.914226754
1212,3790998.155761753
1213,19777764.86678537
1214,7260734.585860528
1215,4995824.6954166815
1216,6699643.552172737
1217,5589503.007684432
1218,11842095.377395954
1219,5536768.20552847
1220,6188535.218674854
1221,6410715.095199733
1222,6346079.139650929
1223,7042500.396554288
1224,5721635.164367027
1225,5967606.790783187
1226,7202438.26169573
1227,6396084.130961997
1228,5510253.60502014
1229,9493839.675592152
1230,5602932.4335813755
1231,5785742.752799647
1232,13840807.300838796
1233,8548331.312562777
1234,5190000.584759873
1235,6557528.283745329
1236,7376012.662269317
1237,6873767.482085417
1238,5534725.455247188
1239,5265131.080489746
1240,6931163.387350117
1241,10455547.262024071
1242,10348638.842479108
1243,6747994.011585152
1244,4232457.046913302
1245,8019702.934229712
1246,9989728.238468135
1247,6144000.731956961
1248,8354919.155741281
1249,6211175.581656772
1250,7815317.223151205
1251,6663406.21552932
1252,6836125.506083582
1253,2380067.0427642683
1254,8707848.302185258
1255,5281459.568027944
1256,6069316.247571418
1257,6163025.797883163
1258,9489436.14554425
1259,2728487.776789281
1260,4818120.204470899
1261,5568705.79407782
1262,4072067.5508109606
1263,2620801.2334611346
1264,4961164.523642219
1265,7327749.6383380685
1266,6339466.804876691
1267,14326473.241094543
1268,3894112.4220319227
1269,4397388.456032292
1270,8674066.495693486
1271,6213798.890425065
1272,6963848.223769585
1273,7504727.802758828
1274,4091570.1450639837
1275,6673749.5910545355
1276,6781223.965580711
1277,5932200.2619454125
1278,6094548.897859141
1279,5133168.382006677
1280,19649692.14574454
1281,20327171.47747586
1282,12049205.48619443
1283,13471127.693987135
1284,5455859.598116304
1285,5159540.011765373
1286,6681828.967601375
1287,7248221.6268760655
1288,3886650.278508969
1289,6381494.135306017
1290,10640326.701378975
1291,7303426.185211883
1292,6877643.57545418
1293,10870619.71140912
1294,9869577.157540323
1295,4161334.1445581275
1296,4512291.325933886
1297,7396593.947409888
1298,6196104.759285244
1299,7966772.062219277
1300,13189679.050870895
1301,8576810.234210528
1302,7282192.132714691
1303,5558198.902890873
1304,8385785.294064911
1305,4916137.755645847
1306,6219509.196497815
1307,6093554.195320536
1308,9338204.599071614
1309,3601532.0560190347
1310,7455471.765049699
1311,4061260.723853482
1312,6611932.95950842
1313,7737813.285655379
1314,4802498.119373618
1315,6569455.146900176
1316,12468230.555800837
1317,7125111.334058667
1318,6149062.236847302
1319,5326984.058896902
1320,8092420.092337197
1321,20743862.837863676
1322,7895858.422184383
1323,8254022.55699767
1324,8582669.553436406
1325,3483822.4053043374
1326,10893854.94895836
1327,4424819.711015032
1328,4363244.396495694
1329,3463847.5050702766
1330,15081673.487692641
1331,9274346.406209672
1332,7594419.6236424325
1333,4789449.48168627
1334,9412154.018501375
1335,5548201.408087333
1336,4354881.706239399
1337,6114606.086897761
1338,7923063.805056263
1339,7440264.574104719
1340,5514385.806425342
1341,5131095.593040268
1342,5611133.658421358
1343,12084327.400868947
1344,4124865.5959264445
1345,5874490.692857939
1346,3781409.8856867305
1347,6300128.206981575
1348,5972177.815660399
1349,4568846.184384212
1350,4670014.199716119
